"",001
"Tue 31-Jul-18   4:24:17 pm"
"Energy Use","Hour"
"Meter","Mon","Day","Hr","Subhr","Tot","Clg","Htg","HPHtg","Dhw","DhwBU","FanC","FanH","FanV","Fan","Aux","Proc","Lit","Rcp","Ext","Refr","Dish","Dry","Wash","Cook","User1","User2","BT","PV"
"MtrElec",1,3,15,"",1.11445,0,0,0,0,0,0,0.0904354,0.0291811,0,0,0,0.0782685,0.677331,0.00859538,0.218088,0,0,0,0.0125542,0,0,0,0
"MtrElec",1,3,16,"",1.17623,0,0,0,0,0,0,0.0824699,0.0291811,0,0,0,0.0969038,0.711969,0.00937678,0.23256,0,0,0,0.0137691,0,0,0,0
"MtrElec",1,3,17,"",1.28943,0,0,0,0,0,0,0.0950567,0.0291811,0,0,0,0.115539,0.798579,0.0148466,0.217799,0,0,0,0.0184264,0,0,0,0
"MtrElec",1,3,18,"",1.49446,0,0,0,0,0,0,0.107529,0.0291811,0,0,0,0.163991,0.900499,0.0296931,0.235424,0,0,0,0.0281457,0,0,0,0
"MtrElec",1,3,19,"",1.7467,0,0,0,0,0,0,0.108614,0.0291811,0,0,0,0.313074,0.967127,0.0375071,0.265072,0,0,0,0.0261209,0,0,0,0
"MtrElec",1,3,20,"",1.90379,0,0,0,0,0,0,0.116337,0.0291811,0,0,0,0.436067,1.00451,0.0468839,0.25623,0,0,0,0.0145791,0,0,0,0
"MtrElec",1,3,21,"",1.94057,0,0,0,0,0,0,0.133805,0.0291811,0,0,0,0.421159,1.04058,0.064856,0.244512,0,0,0,0.0064796,0,0,0,0
"MtrElec",1,3,22,"",1.88425,0,0,0,0,0,0,0.154425,0.0291811,0,0,0,0.357799,1.02999,0.076577,0.233441,0,0,0,0.00283482,0,0,0,0
"MtrElec",1,3,23,"",1.63858,0,0,0,0,0,0,0.184468,0.0291811,0,0,0,0.234805,0.920937,0.0664188,0.200944,0,0,0,0.00182239,0,0,0,0
"MtrElec",1,3,24,"",1.22638,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.786693,0.0461025,0.218033,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,4,1,"",0.988811,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.648036,0.0359443,0.188914,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,4,2,"",0.913851,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.597667,0.0359443,0.179435,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,4,3,"",0.862223,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.567455,0.0351629,0.17391,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,4,4,"",0.861906,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0633602,0.566142,0.0351629,0.167452,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,4,5,"",0.860007,0,0,0,0,0,0,0.0243961,0.0291811,0,0,0,0.0782685,0.537844,0.0359443,0.153765,0,0,0,0.000607462,0,0,0,0
"MtrElec",1,4,6,"",0.979428,0,0,0,0,0,0,0.0660244,0.0291811,0,0,0,0.115539,0.582646,0.0351629,0.149862,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,4,7,"",1.51691,0,0,0,0,0,0,0.495288,0.0291811,0,0,0,0.156537,0.653582,0.0343815,0.145913,0,0,0,0.00202487,0,0,0,0
"MtrElec",1,4,8,"",1.79761,0,0,0,0,0,0,0.706058,0.0291811,0,0,0,0.15281,0.700781,0.0320373,0.171273,0,0,0,0.00546716,0,0,0,0
"MtrElec",1,4,9,"",1.53499,0,0,0,0,0,0,0.462178,0.0291811,0,0,0,0.12672,0.657854,0.0281303,0.221211,0,0,0,0.00971939,0,0,0,0
"MtrElec",1,4,10,"",1.33575,0,0,0,0,0,0,0.326706,0.0291811,0,0,0,0.108085,0.631857,0.0234419,0.206755,0,0,0,0.00971939,0,0,0,0
"MtrElec",1,4,11,"",1.24731,0,0,0,0,0,0,0.241022,0.0291811,0,0,0,0.100631,0.642931,0.0187536,0.205473,0,0,0,0.00931442,0,0,0,0
"MtrElec",1,4,12,"",1.17709,0,0,0,0,0,0,0.187628,0.0291811,0,0,0,0.0931768,0.633302,0.0125024,0.210167,0,0,0,0.0111368,0,0,0,0
"MtrElec",1,4,13,"",1.12169,0,0,0,0,0,0,0.149239,0.0291811,0,0,0,0.0782685,0.627445,0.00937678,0.215424,0,0,0,0.0127567,0,0,0,0
"MtrElec",1,4,14,"",1.10934,0,0,0,0,0,0,0.114318,0.0291811,0,0,0,0.0782685,0.64629,0.00859538,0.220739,0,0,0,0.0119468,0,0,0,0
"MtrElec",1,4,15,"",1.11468,0,0,0,0,0,0,0.0907804,0.0291811,0,0,0,0.0782685,0.677331,0.00859538,0.217964,0,0,0,0.0125542,0,0,0,0
"MtrElec",1,4,16,"",1.17348,0,0,0,0,0,0,0.0793046,0.0291811,0,0,0,0.0969038,0.711969,0.00937678,0.23298,0,0,0,0.0137691,0,0,0,0
"MtrElec",1,4,17,"",1.28658,0,0,0,0,0,0,0.0912877,0.0291811,0,0,0,0.115539,0.798579,0.0148466,0.218721,0,0,0,0.0184264,0,0,0,0
"MtrElec",1,4,18,"",1.49137,0,0,0,0,0,0,0.103897,0.0291811,0,0,0,0.163991,0.900499,0.0296931,0.235963,0,0,0,0.0281457,0,0,0,0
