"",001
"Tue 31-Jul-18   4:24:17 pm"
"Energy Use","Hour"
"Meter","Mon","Day","Hr","Subhr","Tot","Clg","Htg","HPHtg","Dhw","DhwBU","FanC","FanH","FanV","Fan","Aux","Proc","Lit","Rcp","Ext","Refr","Dish","Dry","Wash","Cook","User1","User2","BT","PV"
"MtrElec",1,4,23,"",1.63923,0,0,0,0,0,0,0.18461,0.0291811,0,0,0,0.234805,0.920937,0.0664188,0.201454,0,0,0,0.00182239,0,0,0,0
"MtrElec",1,4,24,"",1.22678,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.786693,0.0461025,0.218435,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,5,1,"",0.97566,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.646179,0.0359443,0.17762,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,5,2,"",0.9033,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.590901,0.0359443,0.175649,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,5,3,"",0.857162,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.568886,0.0359443,0.166435,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,5,4,"",0.857775,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0633602,0.565716,0.0359443,0.162764,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,5,5,"",0.8349,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0782685,0.539276,0.0359443,0.15142,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,5,6,"",0.950938,0,0,0,0,0,0,0.0422077,0.0291811,0,0,0,0.115539,0.584078,0.0289117,0.148186,0,0,0,0.00283482,0,0,0,0
"MtrElec",1,5,7,"",1.52341,0,0,0,0,0,0,0.459121,0.0291811,0,0,0,0.156537,0.664831,0.0273489,0.182541,0,0,0,0.00384726,0,0,0,0
"MtrElec",1,5,8,"",1.83706,0,0,0,0,0,0,0.691029,0.0291811,0,0,0,0.15281,0.713887,0.0265675,0.218525,0,0,0,0.00506218,0,0,0,0
